Ensembl,logFC,FDR,Symbol,Genename,Chromosome
ENSG00000081692,0.402932922,0.244242513,JMJD4,jumonji domain containing 4,1
ENSG00000196912,-0.289945007,0.24443826,ANKRD36B,ankyrin repeat domain 36B,2
ENSG00000147256,-0.442521319,0.244448598,ARHGAP36,Rho GTPase activating protein 36,X
ENSG00000141522,0.306596843,0.244448598,ARHGDIA,Rho GDP dissociation inhibitor alpha,17
ENSG00000187824,-0.443699591,0.244448598,TMEM220,transmembrane protein 220,17
ENSG00000170873,0.216007944,0.244448598,MTSS1,MTSS I-BAR domain containing 1,8
ENSG00000218823,0.460409634,0.244448598,PAPOLB,poly(A) polymerase beta,7
ENSG00000132128,0.227738101,0.244726476,LRRC41,leucine rich repeat containing 41,1
ENSG00000159023,0.284233664,0.24476897,EPB41,erythrocyte membrane protein band 4.1,1
ENSG00000085563,0.289187934,0.244791545,ABCB1,ATP binding cassette subfamily B member 1,7
ENSG00000103024,0.591013842,0.244867284,NME3,NME/NM23 nucleoside diphosphate kinase 3,16
ENSG00000139044,0.359772403,0.244974052,B4GALNT3,"beta-1,4-N-acetyl-galactosaminyltransferase 3",12
ENSG00000152082,0.42562418,0.245691597,MZT2B,mitotic spindle organizing protein 2B,2
ENSG00000151746,-0.242069349,0.245882626,BICD1,BICD cargo adaptor 1,12
ENSG00000206562,-0.230234494,0.246076309,METTL6,methyltransferase like 6,3
ENSG00000186453,0.337336208,0.246270325,FAM228A,family with sequence similarity 228 member A,2
ENSG00000188921,0.392131806,0.246282174,HACD4,3-hydroxyacyl-CoA dehydratase 4,9
ENSG00000149054,-0.471341099,0.246343223,ZNF215,zinc finger protein 215,11
ENSG00000051108,-0.218810969,0.246389525,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1,16
ENSG00000104915,0.318780477,0.246484865,STX10,syntaxin 10,19
ENSG00000106462,0.330540263,0.246484865,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,7
ENSG00000168569,-0.300291527,0.246509238,TMEM223,transmembrane protein 223,11
ENSG00000144028,0.19569664,0.246554742,SNRNP200,small nuclear ribonucleoprotein U5 subunit 200,2
ENSG00000084636,0.490300874,0.246742116,COL16A1,collagen type XVI alpha 1 chain,1
ENSG00000182923,-0.236949451,0.246847182,CEP63,centrosomal protein 63,3
ENSG00000103254,0.584710951,0.246925829,ANTKMT,adenine nucleotide translocase lysine methyltransferase,16
ENSG00000134594,-0.464730609,0.247042803,RAB33A,"RAB33A, member RAS oncogene family",X
ENSG00000035928,-0.24788624,0.247126301,RFC1,replication factor C subunit 1,4
ENSG00000101343,-0.234990697,0.247245367,CRNKL1,crooked neck pre-mRNA splicing factor 1,20
ENSG00000197181,0.44106039,0.247245367,PIWIL2,piwi like RNA-mediated gene silencing 2,8
ENSG00000138468,-0.262237389,0.247245367,SENP7,SUMO specific peptidase 7,3
ENSG00000177030,0.267427644,0.247397243,DEAF1,DEAF1 transcription factor,11
ENSG00000134759,-0.253202248,0.247429689,ELP2,elongator acetyltransferase complex subunit 2,18
ENSG00000169221,0.257916485,0.247429689,TBC1D10B,TBC1 domain family member 10B,16
ENSG00000174989,0.241836305,0.247620584,FBXW8,F-box and WD repeat domain containing 8,12
ENSG00000133104,-0.238335778,0.247768322,SPART,spartin,13
ENSG00000142449,0.379802593,0.247884017,FBN3,fibrillin 3,19
ENSG00000136867,0.423634101,0.247884017,SLC31A2,solute carrier family 31 member 2,9
ENSG00000146540,0.316275068,0.247884017,C7orf50,chromosome 7 open reading frame 50,7
ENSG00000033627,-0.235751987,0.24846181,ATP6V0A1,ATPase H+ transporting V0 subunit a1,17
ENSG00000138111,0.296722227,0.24846181,MFSD13A,major facilitator superfamily domain containing 13A,10
ENSG00000214954,0.462648491,0.24873233,LRRC69,leucine rich repeat containing 69,8
ENSG00000122126,-0.256101865,0.248734456,OCRL,OCRL inositol polyphosphate-5-phosphatase,X
ENSG00000102683,-0.520062247,0.249024315,SGCG,sarcoglycan gamma,13
ENSG00000183837,-0.30338427,0.249056729,PNMA3,PNMA family member 3,X
ENSG00000141576,-0.243091092,0.249211256,RNF157,ring finger protein 157,17
ENSG00000161682,0.479459422,0.24924132,FAM171A2,family with sequence similarity 171 member A2,17
ENSG00000134107,-0.248333209,0.249362383,BHLHE40,basic helix-loop-helix family member e40,3
ENSG00000070404,0.49100718,0.249454346,FSTL3,follistatin like 3,19
ENSG00000088035,-0.341195038,0.249579709,ALG6,"ALG6 alpha-1,3-glucosyltransferase",1
ENSG00000053108,-0.271424163,0.249918709,FSTL4,follistatin like 4,5
ENSG00000134198,-0.417371558,0.249918709,TSPAN2,tetraspanin 2,1
ENSG00000167971,0.35456372,0.249977037,CASKIN1,CASK interacting protein 1,16
ENSG00000234545,-0.26249027,0.249977037,FAM133B,family with sequence similarity 133 member B,7
ENSG00000126062,0.430902375,0.250314538,TMEM115,transmembrane protein 115,3
ENSG00000147133,0.264261867,0.250442795,TAF1,TATA-box binding protein associated factor 1,X
ENSG00000173068,0.364828782,0.250442795,BNC2,basonuclin 2,9
ENSG00000130822,0.330309173,0.250591539,PNCK,pregnancy up-regulated nonubiquitous CaM kinase,X
ENSG00000156973,-0.214703712,0.250696166,PDE6D,phosphodiesterase 6D,2
ENSG00000162621,-0.487153419,0.250710486,LRRC53,leucine rich repeat containing 53,1
ENSG00000133805,0.260379393,0.250894076,AMPD3,adenosine monophosphate deaminase 3,11
ENSG00000115827,-0.242224069,0.250894076,DCAF17,DDB1 and CUL4 associated factor 17,2
ENSG00000142149,0.27593461,0.251027664,HUNK,hormonally up-regulated Neu-associated kinase,21
ENSG00000126267,-0.309128835,0.251378204,COX6B1,cytochrome c oxidase subunit 6B1,19
ENSG00000074317,-0.423467987,0.251378204,SNCB,synuclein beta,5
ENSG00000152620,-0.23474102,0.251448025,NADK2,"NAD kinase 2, mitochondrial",5
ENSG00000100604,-0.300226277,0.251570802,CHGA,chromogranin A,14
ENSG00000053702,0.315779067,0.251570802,NRIP2,nuclear receptor interacting protein 2,12
ENSG00000178585,0.332028041,0.25158288,CTNNBIP1,catenin beta interacting protein 1,1
ENSG00000185621,-0.263307509,0.251658805,LMLN,leishmanolysin like peptidase,3
ENSG00000177807,-0.396533812,0.25185719,KCNJ10,potassium inwardly rectifying channel subfamily J member 10,1
ENSG00000160606,0.507800215,0.251863237,TLCD1,TLC domain containing 1,17
ENSG00000106714,0.235293987,0.251863237,CNTNAP3,contactin associated protein like 3,9
ENSG00000116205,0.230083912,0.252064197,TCEANC2,transcription elongation factor A N-terminal and central domain containing 2,1
ENSG00000166482,0.431385703,0.252428718,MFAP4,microfibril associated protein 4,17
ENSG00000140749,0.632799564,0.252511552,IGSF6,immunoglobulin superfamily member 6,16
ENSG00000117859,-0.232179863,0.252696129,OSBPL9,oxysterol binding protein like 9,1
ENSG00000198040,-0.219748468,0.25305321,ZNF84,zinc finger protein 84,12
ENSG00000157895,-0.232642201,0.253103299,C12orf43,chromosome 12 open reading frame 43,12
ENSG00000125743,-0.259361794,0.253219149,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide,19
ENSG00000132953,-0.205581251,0.253430757,XPO4,exportin 4,13
ENSG00000166164,-0.219026488,0.253596337,BRD7,bromodomain containing 7,16
ENSG00000163659,0.258322349,0.253948416,TIPARP,TCDD inducible poly(ADP-ribose) polymerase,3
ENSG00000166432,0.319021933,0.254364355,ZMAT1,zinc finger matrin-type 1,X
ENSG00000197183,0.278003679,0.254364355,NOL4L,nucleolar protein 4 like,20
ENSG00000166595,0.364315346,0.254364355,CIAO2B,cytosolic iron-sulfur assembly component 2B,16
ENSG00000162236,0.251735212,0.254659925,STX5,syntaxin 5,11
ENSG00000138658,-0.27899589,0.254659925,ZGRF1,zinc finger GRF-type containing 1,4
ENSG00000104219,-0.25591044,0.254848783,ZDHHC2,zinc finger DHHC-type palmitoyltransferase 2,8
ENSG00000188177,-0.238162385,0.254892082,ZC3H6,zinc finger CCCH-type containing 6,2
ENSG00000068971,0.296339467,0.254901655,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta,11
ENSG00000110002,0.270560135,0.255099422,VWA5A,von Willebrand factor A domain containing 5A,11
ENSG00000205838,-0.372315346,0.255209566,TTC23L,tetratricopeptide repeat domain 23 like,5
ENSG00000141127,-0.2198067,0.255350971,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,17
ENSG00000180787,-0.213990676,0.255350971,ZFP3,ZFP3 zinc finger protein,17
ENSG00000114251,-0.326756579,0.255350971,WNT5A,Wnt family member 5A,3
ENSG00000144355,-0.402316832,0.255350971,DLX1,distal-less homeobox 1,2
ENSG00000162706,-0.297524516,0.255350971,CADM3,cell adhesion molecule 3,1
ENSG00000152760,-0.492880043,0.255350971,TCTEX1D1,Tctex1 domain containing 1,1
ENSG00000152076,0.507413798,0.2555648,CCDC74B,coiled-coil domain containing 74B,2
ENSG00000139644,0.237980197,0.255592661,TMBIM6,transmembrane BAX inhibitor motif containing 6,12
ENSG00000122406,-0.255490615,0.255668219,RPL5,ribosomal protein L5,1
ENSG00000159674,-0.406386906,0.256045037,SPON2,spondin 2,4
ENSG00000197779,-0.217631925,0.256143357,ZNF81,zinc finger protein 81,X
ENSG00000186665,-0.307021483,0.256143357,C17orf58,chromosome 17 open reading frame 58,17
ENSG00000204439,0.33066496,0.256143357,C6orf47,chromosome 6 open reading frame 47,6
ENSG00000123358,-0.476332733,0.256467708,NR4A1,nuclear receptor subfamily 4 group A member 1,12
ENSG00000215252,-0.400458638,0.256583239,GOLGA8B,golgin A8 family member B,15
ENSG00000196873,-0.273585598,0.256758795,CBWD3,COBW domain containing 3,9
ENSG00000143061,-0.304371939,0.256929755,IGSF3,immunoglobulin superfamily member 3,1
ENSG00000165566,0.299917629,0.257057635,AMER2,APC membrane recruitment protein 2,13
ENSG00000163249,-0.246242889,0.257057635,CCNYL1,cyclin Y like 1,2
ENSG00000010803,0.210603736,0.257130856,SCMH1,Scm polycomb group protein homolog 1,1
ENSG00000149823,0.343966634,0.257192697,VPS51,VPS51 subunit of GARP complex,11
ENSG00000005448,-0.376381296,0.257192697,WDR54,WD repeat domain 54,2
ENSG00000183317,0.309608938,0.257192697,EPHA10,EPH receptor A10,1
ENSG00000166946,-0.273065423,0.257328215,CCNDBP1,cyclin D1 binding protein 1,15
ENSG00000142528,0.280258575,0.257615846,ZNF473,zinc finger protein 473,19
ENSG00000198728,0.248444827,0.257654872,LDB1,LIM domain binding 1,10
ENSG00000176101,0.392583385,0.25786253,SSNA1,SS nuclear autoantigen 1,9
ENSG00000170004,-0.2497949,0.257884775,CHD3,chromodomain helicase DNA binding protein 3,17
ENSG00000110906,0.206439893,0.258015059,KCTD10,potassium channel tetramerization domain containing 10,12
ENSG00000144381,-0.236318093,0.25806775,HSPD1,heat shock protein family D (Hsp60) member 1,2
ENSG00000127377,0.448560122,0.258427296,CRYGN,crystallin gamma N,7
ENSG00000196141,-0.214995154,0.258660089,SPATS2L,spermatogenesis associated serine rich 2 like,2
ENSG00000174130,0.491009472,0.258781912,TLR6,toll like receptor 6,4
ENSG00000198315,0.218309182,0.258857764,ZKSCAN8,zinc finger with KRAB and SCAN domains 8,6
ENSG00000138772,0.373074514,0.258857764,ANXA3,annexin A3,4
ENSG00000169302,0.287189964,0.258944323,STK32A,serine/threonine kinase 32A,5
ENSG00000243725,0.473263611,0.258944323,TTC4,tetratricopeptide repeat domain 4,1
ENSG00000233822,-0.413217192,0.259351277,H2BC15,H2B clustered histone 15,6
ENSG00000260643,0.469960753,0.259404188,NA,NA,NA
ENSG00000182968,-0.262961476,0.259404188,SOX1,SRY-box transcription factor 1,13
ENSG00000106144,0.247311221,0.259546788,CASP2,caspase 2,7
ENSG00000198646,0.222295542,0.259572732,NCOA6,nuclear receptor coactivator 6,20
ENSG00000158161,0.201175875,0.259572732,EYA3,EYA transcriptional coactivator and phosphatase 3,1
ENSG00000197620,-0.347736272,0.259703032,CXorf40A,chromosome X open reading frame 40A,X
ENSG00000140265,-0.220728124,0.259716726,ZSCAN29,zinc finger and SCAN domain containing 29,15
ENSG00000235453,-0.321397395,0.259716726,SMIM27,small integral membrane protein 27,9
ENSG00000172172,-0.332613753,0.259783604,MRPL13,mitochondrial ribosomal protein L13,8
ENSG00000133059,-0.2084117,0.259799196,DSTYK,dual serine/threonine and tyrosine protein kinase,1
ENSG00000100591,-0.272109647,0.259867453,AHSA1,activator of HSP90 ATPase activity 1,14
ENSG00000133958,-0.243992085,0.259867453,UNC79,"unc-79 homolog, NALCN channel complex subunit",14
ENSG00000158042,-0.285461558,0.259938242,MRPL17,mitochondrial ribosomal protein L17,11
ENSG00000238243,-0.474879983,0.25999519,OR2W3,olfactory receptor family 2 subfamily W member 3,1
ENSG00000167880,-0.664968691,0.260167431,EVPL,envoplakin,17
ENSG00000131165,0.35196592,0.260186135,CHMP1A,charged multivesicular body protein 1A,16
ENSG00000136044,0.237359675,0.260353083,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",12
ENSG00000119946,-0.291060607,0.260361507,CNNM1,cyclin and CBS domain divalent metal cation transport mediator 1,10
ENSG00000185220,0.287642809,0.260396511,PGBD2,piggyBac transposable element derived 2,1
ENSG00000153823,-0.26851883,0.260463438,PID1,phosphotyrosine interaction domain containing 1,2
ENSG00000116266,-0.256552516,0.260645157,STXBP3,syntaxin binding protein 3,1
ENSG00000141664,0.217664833,0.260651469,ZCCHC2,zinc finger CCHC-type containing 2,18
ENSG00000096070,0.218406453,0.26075185,BRPF3,bromodomain and PHD finger containing 3,6
ENSG00000120594,0.252780183,0.260782815,PLXDC2,plexin domain containing 2,10
ENSG00000157350,0.332679955,0.260958023,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",16
ENSG00000168014,0.200295031,0.260974576,C2CD3,C2 domain containing 3 centriole elongation regulator,11
ENSG00000092051,0.276698388,0.261161814,JPH4,junctophilin 4,14
ENSG00000004848,0.32323027,0.261215979,ARX,aristaless related homeobox,X
ENSG00000175467,0.235607249,0.261215979,SART1,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",11
ENSG00000158526,-0.251621946,0.261238823,TSR2,TSR2 ribosome maturation factor,X
ENSG00000166377,0.211825466,0.261465615,ATP9B,ATPase phospholipid transporting 9B (putative),18
ENSG00000054598,0.364050618,0.26180557,FOXC1,forkhead box C1,6
ENSG00000095637,0.241312231,0.261840044,SORBS1,sorbin and SH3 domain containing 1,10
ENSG00000148123,-0.292765067,0.261938153,PLPPR1,phospholipid phosphatase related 1,9
ENSG00000102837,-0.575828659,0.262176413,OLFM4,olfactomedin 4,13
ENSG00000107954,0.362504613,0.262176413,NEURL1,neuralized E3 ubiquitin protein ligase 1,10
ENSG00000145779,0.418188779,0.262176413,TNFAIP8,TNF alpha induced protein 8,5
ENSG00000181418,0.330854174,0.262250384,DDN,dendrin,12
ENSG00000167588,-0.441729286,0.262374885,GPD1,glycerol-3-phosphate dehydrogenase 1,12
ENSG00000127585,0.297479645,0.262443421,FBXL16,F-box and leucine rich repeat protein 16,16
ENSG00000116852,0.313117427,0.262443421,KIF21B,kinesin family member 21B,1
ENSG00000213339,0.324236664,0.262501462,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,19
ENSG00000180071,0.382797087,0.262501462,ANKRD18A,ankyrin repeat domain 18A,9
ENSG00000162444,0.545547862,0.262501462,RBP7,retinol binding protein 7,1
ENSG00000163961,-0.207710974,0.26267957,RNF168,ring finger protein 168,3
ENSG00000151632,-0.388271641,0.262881893,AKR1C2,aldo-keto reductase family 1 member C2,10
ENSG00000128512,-0.224677621,0.263285488,DOCK4,dedicator of cytokinesis 4,7
ENSG00000102870,0.255024864,0.263485269,ZNF629,zinc finger protein 629,16
ENSG00000168679,0.294259626,0.263492767,SLC16A4,solute carrier family 16 member 4,1
ENSG00000096968,-0.253407038,0.263538164,JAK2,Janus kinase 2,9
ENSG00000175390,-0.214347212,0.263550255,EIF3F,eukaryotic translation initiation factor 3 subunit F,11
ENSG00000138380,-0.251006392,0.263667206,CARF,calcium responsive transcription factor,2
ENSG00000054267,-0.255385782,0.263667206,ARID4B,AT-rich interaction domain 4B,1
ENSG00000171840,0.542759158,0.263953931,NINJ2,ninjurin 2,12
ENSG00000137720,-0.257263723,0.264489753,C11orf1,chromosome 11 open reading frame 1,11
ENSG00000103047,0.216500782,0.26506101,TANGO6,transport and golgi organization 6 homolog,16
ENSG00000100387,-0.248353363,0.265246061,RBX1,ring-box 1,22
ENSG00000179950,-0.206638062,0.265246061,PUF60,poly(U) binding splicing factor 60,8
ENSG00000157734,0.350718388,0.265252321,SNX22,sorting nexin 22,15
ENSG00000163719,0.238116046,0.265252321,MTMR14,myotubularin related protein 14,3
ENSG00000198216,-0.27077281,0.265252321,CACNA1E,calcium voltage-gated channel subunit alpha1 E,1
ENSG00000103353,-0.216331837,0.265272173,UBFD1,ubiquitin family domain containing 1,16
ENSG00000139144,-0.514605019,0.265272173,PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,12
ENSG00000113719,0.259737024,0.265272173,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1,5
ENSG00000134532,-0.265822189,0.265341356,SOX5,SRY-box transcription factor 5,12
ENSG00000007520,-0.229744744,0.265345816,TSR3,TSR3 ribosome maturation factor,16
ENSG00000167397,0.352485546,0.265350116,VKORC1,vitamin K epoxide reductase complex subunit 1,16
ENSG00000242485,-0.224866408,0.265764274,MRPL20,mitochondrial ribosomal protein L20,1
ENSG00000119899,-0.228452263,0.265837013,SLC17A5,solute carrier family 17 member 5,6
ENSG00000170043,-0.255005928,0.265934567,TRAPPC1,trafficking protein particle complex 1,17
ENSG00000105866,-0.203755815,0.265976636,SP4,Sp4 transcription factor,7
ENSG00000138780,-0.256398645,0.266010673,GSTCD,glutathione S-transferase C-terminal domain containing,4
ENSG00000178385,-0.223402937,0.266117541,PLEKHM3,pleckstrin homology domain containing M3,2
ENSG00000127947,0.252583523,0.26620023,PTPN12,protein tyrosine phosphatase non-receptor type 12,7
ENSG00000162755,-0.348414368,0.26620023,KLHDC9,kelch domain containing 9,1
ENSG00000111860,-0.254760632,0.266267651,CEP85L,centrosomal protein 85 like,6
ENSG00000196363,0.209114954,0.266339942,WDR5,WD repeat domain 5,9
ENSG00000164603,-0.264097492,0.266494027,BMT2,base methyltransferase of 25S rRNA 2 homolog,7
ENSG00000114867,0.2354245,0.266494027,EIF4G1,eukaryotic translation initiation factor 4 gamma 1,3
ENSG00000198908,0.398624042,0.267015758,BHLHB9,basic helix-loop-helix family member b9,X
ENSG00000103061,0.229760392,0.267015758,SLC7A6OS,solute carrier family 7 member 6 opposite strand,16
ENSG00000185567,-0.292659779,0.267015758,AHNAK2,AHNAK nucleoprotein 2,14
ENSG00000184838,-0.382103386,0.267015758,PRR16,proline rich 16,5
ENSG00000126005,0.317108043,0.267052118,MMP24OS,MMP24 opposite strand,20
ENSG00000163468,-0.236337989,0.267077124,CCT3,chaperonin containing TCP1 subunit 3,1
ENSG00000111196,-0.269136579,0.267173684,MAGOHB,"mago homolog B, exon junction complex subunit",12
ENSG00000183765,0.354412705,0.267370437,CHEK2,checkpoint kinase 2,22
ENSG00000127328,-0.239921889,0.267532097,RAB3IP,RAB3A interacting protein,12
ENSG00000164741,0.237980003,0.267773191,DLC1,DLC1 Rho GTPase activating protein,8
ENSG00000105176,-0.225228267,0.267879608,URI1,URI1 prefoldin like chaperone,19
ENSG00000154553,0.266973377,0.267879608,PDLIM3,PDZ and LIM domain 3,4
ENSG00000268043,0.304207564,0.267879608,NBPF12,NBPF member 12,1
ENSG00000090674,0.379189771,0.268084746,MCOLN1,mucolipin 1,19
ENSG00000124813,0.288484577,0.268139716,RUNX2,RUNX family transcription factor 2,6
ENSG00000172554,0.410626233,0.268285953,SNTG2,syntrophin gamma 2,2
ENSG00000164010,0.251963968,0.268285953,ERMAP,erythroblast membrane associated protein (Scianna blood group),1
